,artist_id,name,num_albums,num_buyers,num_buys,tags,num_recorded_sales,num_recorded_sales_by_related
689,689,"K, Le Maestro",11,77,147,"'hip-hop/rap', 'alternative hip-hop', 'instrumental''hip-hop/rap', 'alternative hip-hop', 'azul no verde', 'brasil', 'carioca', 'instrumental', 'trap''130bpm', 'hip-hop/rap', 'alternative hip-hop', 'flips', 'instrumental', 'we dem boyz''hip-hop/rap', 'alternative hip-hop', 'instrumental''bounce', 'dwele', 'hip-hop/rap', 'lady', 'r&b', 'alternative hip-hop', 'instrumental''hip-hop/rap', 'lose control', 'missy elliott', 'urban', 'alternative hip-hop', 'bounce', 'instrumental', 'r&b', 'remixes''hip-hop/rap', 'alternative hip-hop', 'beyonce', 'crazy in love', 'flips', 'instrumental''95bpm', 'amerie', 'hip-hop/rap', 'alternative hip-hop', 'boom bap', 'instrumental', 'one thing', 'remixes', 'soul''hip-hop/rap', 'alternative hip-hop', 'instrumental''hip-hop/rap', 'alternative hip-hop', 'instrumental''93bpm', 'bossa nova', 'hip-hop/rap', 'mpb', 'usher', 'alternative hip-hop', 'flips', 'instrumental', 'r&b'",32.0,1121
690,690,KASHIWA Daisuke,4,209,526,"'alternative', 'japan', 'tokyo', 'music''alternative', 'japan', 'kashiwa daisuke', 'raku-gaki', 'tokyo', 'virgin babylon', 'music''alternative', 'japan', 'kashiwa daisuke', 'tokyo', 'virgin babylon', 'music''alternative', 'japan', 'tokyo', 'music'",11.0,171
691,691,"KASHIWA Daisuke, world's end girlfriend",1,35,70,"'alternative', 'japan', 'tokyo', 'music'",2.0,302
692,692,KITCALIBER,2,1012,2646,"'electronic', 'shmuppunk''electronic', 'shmuppunk'",0.0,344
693,693,Kabayun,1,108,108,"'electronic', 'goatrance', 'psychedelic trance', 'psytrance', 'sangoma', 'shamanic', 'timecode', 'forest', 'kabayun'",0.0,82
694,694,"Kabayun, Drip Drop",1,108,108,"'electronic', 'goatrance', 'greece', 'psychedelic trance', 'psytrance', 'sangoma', 'timecode', 'darkpsy', 'forest', 'shaman', 'shiva'",1.0,97
695,695,Kabi,1,64,64,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",0.0,107
696,696,Kaidi Tatham,1,460,460,"'2000black', 'jazz', 'hip hop', 'jazz', 'kaidi tatham', 'london boogie', 'nadine charles'",7.0,604
697,697,Kalumet,1,61,61,"'electronic', 'experimental', 'goatrance', 'hungary', 'psychedelic trance', 'psytrance', 'sangoma', 'shamanic', 'timecode', 'forest', 'psychedelic'",0.0,167
698,698,Kamikabe,1,3,6,"'aberration of man', 'death metal', 'kamikabe', 'technical death metal', 'unique leader'",0.0,246
699,699,Kamikaze Space Programme,1,25,50,"'electronic', 'kamikaze space programme', 'mønic', 'techno', 'electronic', 'osirismusicuk'",3.0,112
700,700,Karcavul,1,33,33,"'black metal', 'metal', 'crust', 'death metal', 'death-doom', 'doom metal', 'karcavul', 'nosie', 'sludge metal'",0.0,122
701,701,Karen Gwyer,1,79,79,"'dance', 'electronic', 'electronica', 'techno'",34.0,226
702,702,Karl Fousek,1,21,21,"'electronic', 'analog synthesizer', 'modular synthesizer', 'soundscape'",0.0,100
703,703,Kasket,5,15,18,"'experimental', 'kasket''experimental', 'kasket''experimental', 'kasket''experimental', 'kasket''experimental', 'kasket'",0.0,256
704,704,Katalepsy,2,101,224,"'gravenous hour', 'katalepsy', 'unique leader', 'brutal death metal', 'slamming brutal death''autopsychosis', 'katalepsy', 'unique leader', 'slamming brutal death metal'",0.0,199
705,705,Katie Von Schleicher,4,85,107,"'devotional', 'bleaksploitation', 'doom pop', 'female as prefix', 'females and ladies girls', 'promise of pleasure', 'sad taste', 'slow slow ride''devotional', 'bleaksploitation', 'doom pop', 'females and ladies girls', 'promise of pleasure', 'shitty hits', 'slow slow ride''devotional', 'bleaksploitation', 'doom pop', 'females and ladies girls', 'promise of pleasure', 'slow slow ride''devotional', 'bleaksploitation', 'doom pop', 'females and ladies girls', 'fuck', 'heavy minimal', 'katie von schleicher', 'piano metal', 'promise of pleasure', 'slow slow ride'",45.0,412
706,706,Kauan,3,1429,3664,"'metal', 'aava tuulen maa', 'avant garde', 'black metal', 'blood music', 'death metal', 'esoteric', 'experimental', 'funeral doom', 'god is an astronaut', 'kauan', 'lumikuuro', 'post-rock''metal', 'agalloch', 'alcest', 'avant garde', 'black metal', 'blood music', 'chelyabinsk meteor strike', 'death metal', 'experimental', 'funeral doom', 'godspeed! you black emperor', 'kauan', 'post rock''metal', 'aava tuulen maa', 'avant garde', 'black metal', 'blood music', 'death metal', 'esoteric', 'experimental', 'funeral doom', 'god is an astronaut', 'kauan', 'lumikuuro', 'post-rock'",3.0,1505
707,707,Kaziel,1,66,66,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",0.0,107
708,708,Kemper Norton,3,75,80,"'electronic', 'ambient', 'folk', 'folklore', 'psychedelic', 'slurtronic''electronic', 'ambient', 'folk', 'folklore', 'psychedelic', 'slurtronic''electronic', 'ambient', 'folk', 'folklore', 'psychedelic', 'slurtronic''electronic', 'ambient', 'folk', 'folklore', 'psychedelic', 'slurtronic''electronic', 'ambient', 'folk', 'folklore', 'psychedelic', 'slurtronic'",23.0,164
709,709,Kenji,1,209,418,"'hip hop', 'hip-hop/rap', 'jazz fusion', 'chill', 'chillhop', 'trip hop'",1.0,471
710,710,Keosz,2,452,1234,"'ambient', 'atmospheric', 'dark ambient', 'drone', 'field recordings', 'soundscapes''ambient', 'atmospheric', 'dark ambient', 'drone', 'field recordings', 'soundscapes'",74.0,272
711,711,Khel,9,10,26,"'black metal', 'depressive black metal', 'metal', 'ambient', 'dark noise', 'death ambient', 'grindcore''black metal', 'dark noise', 'depressive black metal', 'metal', 'ambient', 'death ambient', 'grindcore''black metal', 'depressive black metal', 'metal', 'ambient', 'dark', 'death ambient', 'grindcore', 'noise''black metal', 'depressive black metal', 'metal', 'ambient', 'dark noise', 'death ambient', 'grindcore''black metal', 'death ambient', 'depressive black metal', 'metal', 'ambient', 'dark ambient noise', 'grindcore''black metal', 'depressive black metal', 'metal', 'ambient', 'dark noise', 'death ambient', 'grindcore''black metal', 'depressive black metal', 'metal', 'ambient', 'dark', 'death ambient', 'grindcore', 'noise''black metal', 'depressive black metal', 'metal', 'ambient', 'dark noise', 'death ambient', 'grindcore''black metal', 'depressive black metal', 'metal', 'ambient', 'bleak', 'claustophobic', 'death', 'grindcore', 'noise'",0.0,70
712,712,Khruangbin,6,1131,3528,"'funk', 'blues', 'exotic', 'instrumental', 'psych', 'surf''funk', 'blues', 'exotic', 'instrumental', 'psych', 'surf''funk', 'houston tx', 'thailand', 'blues', 'exotic', 'instrumental', 'khruangbin', 'psych', 'psychedelic', 'surf''funk', 'blues', 'exotic', 'instrumental', 'psych', 'surf''funk', 'america', 'blues', 'exotic', 'instrumental', 'khruangbin', 'late night tales', 'monrakplengthai', 'psych', 'rock', 'surf', 'texas', 'thai', 'thailand''funk', 'blues', 'exotic', 'instrumental', 'psych', 'surf'",34.0,951
713,713,Kid Drama,2,137,286,"'alia fresco', 'autonomic', 'consequence', 'drum & bass', 'electronic', 'heart drive', 'kid drama', 'skeptical', 'bass music', 'electronica', 'indie''autonomic', 'drum & bass', 'electronic', 'bass music', 'electronica', 'indie'",9.0,348
714,714,Kid Lib & Percussive P,1,76,76,"'drum & bass', 'electronic', 'jungle', 'ragga jungle', 'dnb', 'drum n bass', 'gbw', 'green bay wax', 'greenbaywax', 'kid lib', 'old school', 'old skool', 'percussive p', 'sheffield', 'uk'",0.0,404
715,715,Killawatt,5,66,158,"'electronic''electronic', 'killawatt', 'osiris music uk', 'uk', 'electronic''electronic''electronic''electronic', 'eomac', 'killawatt', 'mønic', 'tommyfourseven'",3.0,215
716,716,King Britt Presents: Sister Gertrude Morgan,1,34,34,"'electronic', 'hip hop', 'jazz', 'r&b', 'soul', 'singer-songwriter'",0.0,608
717,717,King Gizzard & The Lizard Wizard,11,3781,14510,"'alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf''alternative', 'garage', 'soul', 'surf'",74.0,1982
718,718,Kitsune²,2,732,1816,"'electronic''electronic', 'breakbeat', 'chipmusic', 'chiptune', 'game music', 'hardcore', 'rave', 'techno', 'ym2610', 'ym2612'",2.0,373
719,719,Kliment,1,67,67,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",1.0,107
720,720,Klippa,3,1038,3130,'electronic''electronic''electronic',1.0,367
721,721,Klipsun,1,117,117,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",1.0,107
722,722,Knowmadic,1,135,270,"'hip hop', 'hip-hop/rap', 'jazz fusion', 'chill', 'chillhop', 'trip hop'",6.0,523
723,723,Knx.,1,55,110,"'hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'cheers', 'gwapes', 'knxwledge'",0.0,778
724,724,Knxwledge,3,173,512,"'boop', 'hip-hop/rap', 'knx', 'knxwledge', 'sld', 'sam', 'wrap', 'youngknx''hip-hop/rap', 'knx', 'knxwledge', 'kannaloupe', 'klipmode', 'knxwledge', 'wrap''dnthte', 'hip-hop/rap', 'knx', 'knxwledge', 'rokapads', 'shadysideep', 'wrap', 'knxwledge'",0.0,847
725,725,Knxwledge.,74,2577,16772,"'hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'xxx', 'dannybrown', 'knxtwrk', 'knxwledge''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'buttrskotch', 'knxwledge', 'leavingrecords''dipsetkhristmas', 'hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'youngseltzer', 'flowrs.ep', 'knx', 'knxwledge', 'premiumrubbish''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hex', 'hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'nikolowdian', 'wrap', 'buns', 'hexual.sealings.ep', 'knx', 'knxwledge', 'youngaubry''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'hop-hip', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'hudreemsep', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'karmaloopsprt2', 'knx''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'knxwledge', 'wrap', 'all city', 'kauliflowr''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'kntremembrtape', 'knx''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'gillskottflip', 'knxwledge''hip-hop/rap', 'knx', 'knxwledge', 'knxwledge', 'wrap', 'beats''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'mm', 'wrap', 'knx', 'knxwledge', 'komfiep''hip-hop/rap', 'knx', 'knxwledge', 'konsistensiep', 'saktwn', 'wrap', 'knxwledge''hip-hop/rap', 'knx', 'knxwledge', 'krimbos[medli]', 'wrap', 'knx''hip-hop/rap', 'knx', 'knxwledge', 'wrap''djhouseshoes', 'durt', 'filth', 'fknassi', 'grime', 'hip-hop/rap', 'knx', 'knxwledge', 'knxwledge', 'njdrive', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''beevs', 'hip-hop/rap', 'knx', 'knxwledge', 'rings', 'sheran', 'tweeti', 'wrap', 'weffy', 'knx', 'knxwledge''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'klipmode', 'knxwledge', 'skrawberries''evryfkkngday', 'hip-hop/rap', 'jdilla', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'knx', 'knxwledge', 'undrtheweathrep''hip-hop/rap', 'knx', 'knxwledge', 'rmxs', 'wrap', 'knxwledge', 'wrapjoints''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'wtprt9''hip-hop/rap', 'knx', 'knxwledge', 'wrap''hip-hop/rap', 'knx', 'knxwledge', 'wrap', 'knx', 'moarstoffinafew', 'whereiwaswenithappndsewdntask'",47.0,1151
726,726,Koala Bear the Person,1,4,8,"'experimental', 'ambient', 'broken machine films', 'drone', 'eccojams', 'electronic', 'future funk', 'illuminated paths', 'koala', 'pop', 'score', 'vapor', 'vaporwave', 'wave'",0.0,63
727,727,Kobayashi Yamato,1,153,306,"'electronic', 'compilation', 'dream', 'dreampunk', 'experimental', 'japan', 'muzak', 'vapour', 'vgm', 'video game music'",0.0,147
728,728,Kolhoosi 13,1,250,500,"'ambient', 'atmospheric', 'dark ambient', 'drone', 'field recordings', 'soundscapes'",1.0,270
729,729,Kowloon Walled City,3,135,342,"'metal', 'noise rock', 'sludge', 'sludge metal''metal''metal'",2.0,303
730,730,Krallice,2,49,100,'metal''metal''metal',3.0,304
731,731,Kreambeat,1,402,804,"'hip hop', 'hip-hop/rap', 'jazz fusion', 'chill', 'chillhop', 'trip hop'",0.0,473
732,732,Kronos,1,33,66,"'arisen new era', 'death metal', 'kronos', 'unique leader', 'technical death'",1.0,143
733,733,Krumelur,2,102,127,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno''electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",1.0,110
734,734,Kryptic Minds,1,10,20,"'electronic', 'kryptic minds'",1.0,198
735,735,Kryptic Minds & Killawatt,1,4,8,"'electronic', 'killawatt', 'kryptic minds', 'no fear of future'",0.0,106
736,736,Ku-raku,1,45,45,"'electronic', 'ambient', 'dark ambient', 'drone', 'noise'",0.0,397
737,737,Kurt Signs,2,4,8,"'experimental', 'broken machine films', 'drone', 'electronic', 'illuminated paths', 'jeremy gluck', 'kurt signs', 'lo-fi', 'pop', 'porn', 'sample', 'synth', 'vapor', 'vaporwave', 'wave''experimental', 'broken machine films', 'drone', 'electronic', 'guitar', 'illuminated paths', 'jeremy', 'keyboard', 'kurt', 'plasticon', 'pop', 'porn', 'sample', 'synth', 'vaporwave'",0.0,93
738,738,Kyonpalm,1,2,4,"'experimental', 'broken machine films', 'drone', 'ecoojam', 'electronic', 'illuminated paths', 'pop', 'porn', 'sample', 'synth', 'vapor', 'vaporwave', 'wave'",0.0,6
739,739,Köshrimp,1,24,24,"'electronic', 'analogic', 'casiowave', 'experimental', 'future', 'hip hop', 'lo-fi', 'vaporwave', 'vapour'",0.0,85
740,740,Kösmonaut,1,6,12,"'experimental', 'kösmonaut', 'broken machine films', 'drone', 'electronic', 'future funk', 'glitch', 'illuminated paths', 'live', 'pop', 'porn', 'synth', 'vaporwave', 'wave'",0.0,9
741,741,L'Indécis,2,689,1534,"'france', 'grenoble', 'hip hop', 'hip hop', 'hip-hop/rap', 'jazz fusion', 'chill', 'chillhop', 'nu-jazz', 'trip hop', 'trip.hop''hip hop', 'hip-hop/rap', 'jazz fusion', 'chill', 'chillhop', 'trip hop'",7.0,706
742,742,L'Orange & Mr. Lif,1,14,14,"'boom-bap', 'conscious hip-hop', 'hip hop', 'hip-hop', 'hip-hop/rap', 'rap', 'underground hip-hop', 'beats', 'breaks', 'instrumental'",0.0,101
743,743,LAST STEP,2,739,770,"'303', 'electronic', 'idm', 'last step', 'aaron funk', 'acid', 'acid house', 'analog', 'breakcore', 'disco', 'dreaming', 'jungle', 'live jams', 'sleep', 'venetian snares''electronic', 'idm', 'analog', 'breakcore', 'jungle'",2.0,818
744,744,LAVA LAMP SPACESHIP,2,9,24,"'experimental', 'broken machine films', 'dance', 'drone', 'electronic', 'film', 'illuminated paths', 'pop', 'porn', 'sample', 'score', 'space', 'synth', 'vaporwave', 'wave''experimental', 'lava lamp', 'ambient', 'broken machine films', 'dj', 'drone', 'electronic', 'illuminated paths', 'keyboard', 'pop', 'synth', 'techno', 'vapor', 'vaporwave', 'wave'",0.0,78
745,745,LENT,1,10,20,"'experimental', 'broken machine films', 'chamber', 'drone', 'electronic', 'guitar', 'illuminated paths', 'lent', 'live', 'pop', 'rock', 'sample', 'vapor', 'vaporwave', 'wave'",0.0,9
746,746,LES 手のひら,1,5,5,"'electronic', 'chillwave', 'funk', 'lo-fi', 'vaporwave'",0.0,13
747,747,LFTHHC SQUAD,1,341,682,"'electronic', 'breakbeat', 'breakcore', 'gabber', 'happy hardcore', 'hardcore', 'oldschool', 'rave', 'speedcore', 'trappy hardcore'",0.0,369
748,748,LIGHTNING,1,18,36,"'electronic', 'soul', 'abstract hip-hop', 'bass', 'beats', 'electronica'",0.0,327
749,749,LILA TIRANDO A VIOLETA,1,5,10,"'experimental', 'beat', 'broken machine films', 'dj', 'drone', 'electronic', 'illuminated paths', 'lila', 'live', 'pop', 'porn', 'sample', 'vaporwave', 'wave'",0.0,72
750,750,LILLITH双生,1,200,600,"'electronic', 'cyberpunk', 'dream', 'dreampunk', 'experimental', 'future', 'ghost tech', 'post-human', 'spiritual', 'vapour'",0.0,150
751,751,LORN,2,2359,6444,"'electronic', 'experimental', 'soul', 'wednesday''electronic', 'experimental', 'soul'",57.0,1218
752,752,LOV3 MOT3L,1,1,2,"'experimental', 'borgboy', 'broken machine films', 'drone', 'electronic', 'illuminated paths', 'love', 'motel', 'pop', 'porn', 'vapor', 'vaporwave', 'wave'",0.0,34
753,753,LUZ1E,1,78,78,"""90's house"", 'chicago house', 'detroit house', 'edits', 'electronic', 'house', 'summer', 'techno', 'vibes', 'vocal house'",11.0,306
754,754,LYOKHA,1,2,4,"'experimental', 'broken machine films', 'drone', 'electronic', 'fenimore', 'guitar', 'illuminated paths', 'keyboard', 'pop', 'porn', 'sample', 'synth', 'vapor', 'vaporwave', 'wave'",0.0,6
755,755,La IBI & Sovereign Grace Music,1,63,63,"'christian', 'devotional', 'pop', 'rock', 'spanish', 'worship', 'acoustic', 'alternative', 'live music'",0.0,319
756,756,La Mont Zeno Theatre,1,206,412,"'athens of the north', 'disco & other magical things.', 'funk', 'modern soul', 'funk', 'jazz'",0.0,339
757,757,Laboratorium Pieśni,2,756,1756,"'ukraine', 'ukrainian', 'world', 'etno', 'folk', 'funeral songs', 'polish', 'slavic folk', 'traditional', 'world music''belarus', 'bosnia', 'bulgaria', 'shamanic', 'ukraine', 'world', 'balkan', 'etno', 'folk', 'polish', 'shaman', 'slavic folk', 'traditional', 'world music'",37.0,195
758,758,Lagartijeando,2,145,163,"'electronic', 'hip hop', 'dance', 'dub', 'house', 'world''andes', 'electronic', 'folkloric', 'hip hop', 'lagartijeando', 'latin', 'mati zundel', 'mystic', 'world', 'dance', 'dub', 'house', 'world'",4.0,288
759,759,Lahun,1,8,8,"'electronic', 'beats', 'hip_hop', 'house'",0.0,92
760,760,Lake Of Violet,1,57,114,'metal',0.0,307
761,761,Lamitina,1,8,16,"'electronic', 'dream', 'dreampunk', 'experimental', 'vapour'",0.0,75
762,762,Lance Neptune,1,42,84,"'alternative', 'electronic', 'alternative'",0.0,442
763,763,Land Of Light,2,2,4,"'balearic', 'esp institute', 'electronic', 'house', 'leftfield', 'techno', 'jonny nash', 'kyle martin', 'land of light', 'melody as truth', 'peaking lights', 'remix', 'scotland', 'the backwoods', 'tiago', 'vactrol park''balearic', 'esp institute', 'electronic', 'house', 'jonny nash', 'kyle martin', 'land of light', 'leftfield', 'melody as truth', 'peaking lights', 'remix', 'scotland', 'techno', 'the backwoods', 'tiago', 'vactrol park''amsterdam', 'balearic', 'esp institute', 'electronic', 'gaussian curve', 'house', 'jonny nash', 'kyle martin', 'land of light', 'leftfield', 'london', 'melody as truth', 'techno', 'vactrol park'",0.0,267
764,764,Laserdisc Visions,1,421,842,'electronic',0.0,209
765,765,Laserprint Tech.,1,1,1,"'experimental', 'ambient', 'computergaze', 'cyberpunk', 'ghost tech', 'late night lofi', 'lofi', 'mallsoft', 'vaporwave'",0.0,66
766,766,Lavender Lagoon,1,3,3,"'beats', 'dance', 'electronic', 'house', 'latin', 'leftfield', 'reggae', 'synth', 'tropical', 'world'",0.0,119
767,767,Lazerhawk,5,3253,5077,"""80's"", 'dreamwave', 'electro', 'electronic', 'outrun', 'synthwave'""80's"", 'dreamwave', 'electro', 'electronic', 'outrun', 'synthwave'""80's"", '80s', 'dreamwave', 'electro', 'electronic', 'outrun', 'synthwave'""80's"", 'dreamwave', 'electro', 'electronic', 'outrun', 'synthwave'""80's"", 'dreamwave', 'electro', 'electronic', 'outrun', 'synthwave'",41.0,1027
768,768,Leather Glove,1,11,11,"'black metal', 'deathdoom metal', 'metal', 'crust', 'crust punk', 'death metal', 'doom metal', 'leather glove', 'nosie', 'sludge metal'",0.0,200
769,769,Lecherous Nocturne,1,1,2,"'behold almighty doctrine', 'death metal', 'lecherous nocturne', 'unique leader'",0.0,119
770,770,Lee Larson,1,3,6,"'experimental', 'ambient', 'broken machine films', 'drone', 'electronic', 'film', 'illuminated paths', 'lee larson', 'pop', 'porn', 'score', 'soundtrack', 'vaporwave'",0.0,180
771,771,Leisure Centre,1,65,65,"'electronic', 'ambient', 'dream', 'elevator music', 'mallsoft', 'muzak', 'nostalgia', 'resortwave', 'smooth jazz', 'vaporwave', 'vapour'",2.0,99
772,772,Leisure Centre and Finlii,1,27,27,"'electronic', 'ambient', 'dream', 'elevator music', 'halloween', 'mallsoft', 'nostalgia', 'post-internet', 'smooth jazz', 'vaporwave', 'vapour'",0.0,108
773,773,LemKuuja,1,576,576,"'electronic', 'nu disco', 'chillwave', 'future funk', 'plunderphonics', 'vaporwave'",4.0,1966
774,774,Lemurian,2,97,256,"'ethnic', 'magic', 'mistic', 'shamanic''deep. experimental', 'dope', 'folk.', 'world'",2.0,411
775,775,Lemurian ~ Jota Karloza,1,53,106,,0.0,413
776,776,Leroy Hutson,1,279,558,"'disco & other magical things.', 'funk', 'modern soul'",0.0,339
777,777,Less Art,1,171,342,"'hardcore', 'hardcore punk', 'metal', 'noise rock', 'post-hardcore', 'punk'",88.0,295
778,778,Leucrota,1,9,9,"'black metal', 'metal', 'santa cruz', 'blackened hardcore', 'crust', 'doom metal', 'hardcore punk', 'noise', 'noise rock', 'nosie', 'raw punk', 'sludge metal'",0.0,47
779,779,Lew Kirton,1,188,376,"'disco & other magical things.', 'funk', 'modern soul'",0.0,339
780,780,Lights And Sirens,1,14,28,"'astra', 'adam chini', 'afrobeat', 'brian ellis', 'experimental', 'explosions in the sky', 'funk', 'fusion', 'godspeed you black emperor', 'isis', 'jazz', 'lights and sirens', 'psychedelic', 'social green', 'zach hogan'",0.0,142
781,781,Lights Dim & Endless Melancholy,1,272,544,"'ambient', 'melancholic', 'modern classical', 'piano', 'post rock instrumental', 'post-rock', 'soundscape'",0.0,1025
782,782,Limousine,3,178,268,"'electronic', 'limousine', 'bass', 'chillwave', 'experimental', 'futurefunk', 'lo-fi', 'plunderphonics', 'slushwave', 'someextrashit', 'vaporwave', 'vapour', 'wcw', 'wrestlingwave', 'wwf''eccojam', 'electronic', 'limousine', 'tokyo', 'chillwave', 'experimental', 'futurefunk', 'hypnagogic', 'lo-fi', 'muzak', 'plunderphonics', 'slushwave', 'vaporwave', 'vapour', 'wrestlingwave''electronic', 'wcw', 'wwf', 'bass', 'chillwave', 'experimental', 'futurefunk', 'limousine', 'lo-fi', 'memewave', 'plunderphonics', 'someextrashit', 'vaporwave', 'vapour', 'wrestlingwave'",34.0,299
783,783,Liquid Bloom & Numatik,1,1,2,"'electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'standing rock', 'trance'",0.0,95
784,784,Little Blue,1,8,8,"'electronic', 'dream pop', 'experimental', 'lo-fi', 'noise', 'reverb'",0.0,62
785,785,Lobster Theremin,3,75,77,"'ambient', 'analogue', 'boogie', 'chicago house', 'deep house', 'detroit house', 'detroit techno', 'disco', 'electronic', 'house', 'industrial', 'new wave', 'raw house', 'techno''acid', 'acid house', 'ambient', 'chicago house', 'deep house', 'detroit house', 'detroit techno', 'electro', 'electronic', 'house', 'industrial', 'raw', 'techno''apparel', 'chicago house', 'daze', 'detroit house', 'detroit techno', 'electronic', 'house', 'lobster theremin', 'merchandise', 't-shirt', 'techno', 'tee''bag', 'chicago house', 'detroit house', 'detroit techno', 'electronic', 'hot', 'house', 'lobster theremin', 'merch', 'mörk', 'techno', 'tote''chicago house', 'detroit house', 'electronic', 'house', 'techno''chicago house', 'detroit house', 'electronic', 'house', 'techno''chicago house', 'dj', 'dj gear', 'decks', 'detroit house', 'electronic', 'house', 'merch', 'slipmat', 'slipmats', 'technics', 'techno''chicago house', 'detroit house', 'electronic', 'house', 'techno'",22.0,304
786,786,Logic Moon,1,71,71,"'ambient', 'electronic', 'idm', 'ambient', 'ambient electronic', 'drone', 'dub techno', 'electronic'",3.0,254
