,artist_id,name,num_albums,num_buyers,num_buys,tags,num_recorded_sales,num_recorded_sales_by_related
322,322,DJ Wave,1,319,319,"""80's house"", 'chicago house', 'detroit house', 'detroit techno', 'electronic', 'funk', 'house', 'japanese house', 'jersey house', 'pads', 'techno', 'anime', 'boogie', 'synth'",1.0,259
323,323,DKA Records,3,204,269,"'electronic', 'acid', 'ebm', 'industrial', 'minimal synth', 'post-punk''electronic', 'industrial', 'acid', 'body music', 'ebm', 'electronic', 'industrial', 'minimal synth', 'post-punk''electronic', 'acid', 'ebm', 'industrial', 'minimal synth', 'post-punk'",4.0,798
324,324,DMVU,1,84,168,"'denver', 'dubstep.', 'electronic', 'experimental', 'nz', 'usa', 'bass', 'colorado'",4.0,345
325,325,"DMVU, Dalek One",1,22,44,'electronic',0.0,346
326,326,DOROSOTO,1,12,24,"'experimental', 'absentee', 'black moth', 'broken machine films', 'dorosoto', 'drone', 'electronic', 'high tides', 'illuminated paths', 'loots', 'pop', 'tobacco', 'vapor', 'vaporwave', 'wave'",0.0,109
327,327,DOWNLOAD,1,74,148,"'electronic', 'ambient', 'drone', 'experimental', 'feedback', 'harsh noise', 'hnw', 'murrzbow', 'noise'",1.0,355
328,328,DR00,1,4,8,"'dr00', 'experimental', 'analog', 'drone', 'electronic', 'evil', 'god', 'illuminated paths', 'lo-fi', 'pop', 'porn', 'synth', 'vapor', 'vaporwave', 'wave'",0.0,13
329,329,DREAMCULTURE,1,8,16,"'experimental', 'alternative', 'broken machine films', 'drone', 'electronic', 'illuminated paths', 'jazz', 'live', 'pop', 'rock', 'vaporwave'",0.0,13
330,330,DSR.MR,1,43,86,,0.0,144
331,331,DSX,2,169,193,'electronic''electronic',2.0,2017
332,332,DVNE,3,258,732,"'metal', 'progressive rock', 'rock', 'post-metal', 'postmetal', 'progressive', 'progressive metal', 'sludge', 'stoner''black metal', 'metal', 'progressive rock', 'uk', 'crust', 'doom', 'metal', 'name your price', 'pay what you want', 'post-metal', 'postmetal', 'progressive', 'progressive metal''atmospheric', 'dvne', 'metal', 'progressive rock', 'sci-fi', 'space', 'name your price', 'pay what you want', 'post-metal', 'postmetal', 'progressive metal'",49.0,887
333,333,DVS1,1,11,11,"'electronic', 'ambient electronic', 'experimental electronic', 'house techno minimal tech deep', 'techno'",3.0,163
334,334,Dan Kye,1,483,483,"'jazzy house', 'soulful house', 'brokenbeat', 'chill house', 'deep house', 'electronic', 'house', 'soul', 'soulful house', 'soulfull house'",2.0,640
335,335,Dan Terminus,1,1650,3300,"'80s', 'metal', 'actionwave', 'avant garde', 'black metal', 'blood music', 'cyberpunk', 'dark synth', 'death metal', 'electro', 'experimental', 'gost', 'perturbator', 'retrosynth', 'soundtrack', 'synthwave'",11.0,892
336,336,Daniel Kitson,5,1596,3918,"'comedy', 'spoken word', 'standup', 'storytelling.''comedy', 'spoken word', 'standup', 'storytelling.''comedy', 'spoken word', 'standup', 'storytelling.''comedy', 'spoken word', 'standup', 'storytelling.''comedy', 'spoken word', 'standup', 'storytelling.'",47.0,1653
337,337,Daniel Kitson and Gavin Osborn,1,1013,1013,"'comedy', 'spoken word', 'standup', 'storytelling.'",9.0,1543
338,338,Danit,1,239,478,"'world', 'female vocals', 'folk', 'meditation', 'world'",30.0,196
339,339,Danny Baranowsky,18,6000,14936,"'electronic', 'metal', 'soundtrack music', 'vgm', 'game music', 'rock', 'soundtrack', 'vgm', 'video game', 'video game music', 'video game soundtrack', 'video games''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'film', 'game music', 'half life 2', 'hl2', 'movie soundtracks', 'rock', 'soundtrack', 'vgm', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''c418', 'danny baranowsky', 'electronic', 'george dziov', 'inverse phase', 'josh whelchel', 'mattias häggström gerdt', 'super meat boy', 'vgm', 'db soundworks', 'game music', 'rock', 'vgm', 'video game music''electronic', 'vgm', 'game music', 'industrial', 'rock', 'soundtrack', 'vgm', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'acapella', 'bebop', 'electronic vgm', 'game music', 'rock', 'vgm', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'orchestral', 'rock', 'soundtrack', 'video game music''electronic', 'rocky', 'vgm', 'danny baranowsky', 'electronic', 'game music', 'orchestral', 'rock', 'soundtrack', 'vgm', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music''electronic', 'vgm', 'adventures of dash', 'danny baranowsky', 'dash', 'electronic', 'game music', 'orchestral', 'robotoki', 'rock', 'video game music''electronic', 'vgm', 'game music', 'rock', 'video game music'",55.0,664
340,340,"Danny Baranowsky, Grant Kirkhope",1,193,386,"'electronic', 'vgm', 'game music', 'rock', 'soundtrack', 'soundtracks', 'video game music'",0.0,545
341,341,Darius,3,1248,3538,"'electronic', 'ambient', 'difficulty', 'fusion', 'progressive', 'progressive rock', 'synth', 'techno''electronic', 'acid', 'chiptune', 'dance', 'experimental', 'funk', 'fusion', 'jazz', 'progressive', 'rock', 'trance''electronic', 'ambient', 'funk', 'fusion', 'jazz', 'manic and eager', 'neoclassical', 'progressive', 'retrofuture', 'rock', 'synth'",2.0,378
342,342,Darius + Rotteen,1,735,1470,"'electronic', 'goa', 'hardcore', 'hi-tech', 'prog', 'psychedelicore', 'psytrance', 'rave', 'rock', 'trance'",1.0,386
343,343,Dark Matter,1,265,530,"'24 bit', '24-bit', '24bit', 'ambient', 'atmospheric', 'creepy', 'dark ambient', 'drone', 'field recordings', 'horror', 'industrial', 'scary', 'soundscapes'",1.0,272
344,344,Darkhouse Family,2,135,290,"'beat tape', 'beats', 'hip-hop', 'hip-hop/rap', 'instrumental', 'straight heat''beat tape', 'beats', 'hip-hop', 'hip-hop/rap', 'instrumental', 'straight heat'",3.0,507
345,345,Darkman,1,132,132,"'electronic', 'jungle', 'ragga jungle', 'old school', 'uk'",0.0,410
346,346,Darren Hayman,1,74,74,"'alternative', 'darren hayman', 'folk', 'indie', 'indiepop', 'rock'",4.0,191
347,347,Darren Hayman & The Short Parliament,1,58,58,"'alternative', 'cecil sharp', 'english civil war', 'folk', 'hefner', 'indie', 'indiepop', 'rock', 'ballad', 'folk', 'seventeenth century', 'traditional'",0.0,182
348,348,David Procyshyn,2,21,42,"'ambient', 'meditations', 'yoga music', 'guided meditation', 'hypnosis', 'meditation for cancer', 'relaxation', 'visualization''ambient', 'meditations', 'yoga music', 'hypnotherapy', 'meditation', 'relaxation', 'total body relaxation', 'visualization', 'yoga nidra'",0.0,96
349,349,Dawn of Demise,2,39,84,"'dawn of demise', 'rejoice in vengeance', 'unique leader', 'death metal''dawn of demise', 'death metal', 'the suffering', 'unique leader'",0.0,138
350,350,Days N Daze,5,1347,3106,"'folk', 'punk', 'folk punk', 'ska', 'thrashgrass''folk', 'punk', 'days n daze', 'folk', 'folk punk', 'night gaunts', 'ska', 'thrashgrass''folk', 'punk', 'folk punk', 'ska', 'thrashgrass''folk', 'punk', 'riot folk', 'daysndaze', 'folk punk', 'folkpunk', 'ska', 'thrash grass', 'thrashgrass''folk', 'punk', 'folk punk', 'ska', 'thrashgrass'",31.0,846
351,351,Days N' Daze,1,2674,2674,"'folk', 'punk', 'days n daze', 'folk punk', 'rage folk', 'ska', 'thrashgrass'",14.0,703
352,352,Daze,1,123,123,"'banging', 'chicago house', 'detroit house', 'detroit techno', 'distrortion', 'electronic', 'house', 'industrial', 'industrial techno', 'overdrive', 'pummel', 'scorched', 'techno'",0.0,259
353,353,Dead Astronauts,2,338,708,"'80s', 'electronic', 'darkwave', 'dreamwave', 'lofi', 'new wave', 'nrwrecords', 'retro', 'retrowave', 'synthesizer', 'synthpop', 'synthwave''80s', 'electronic', 'darksynth', 'darkwave', 'dreamwave', 'industrial', 'nrwrecords', 'retro', 'synthpop', 'synthwave'",4.0,556
354,354,Dead Cross,1,177,354,"'metal', 'heavy metal', 'thrash', 'thrash metal'",68.0,1221
355,355,Dead Melodies,1,166,332,"'ambient', 'atmospheric', 'dark ambient', 'drone', 'field recordings', 'soundscapes'",2.0,270
356,356,Dead to a Dying World,1,203,406,"'black metal', 'crust', 'doom', 'metal', 'epic metal', 'post-metal'",0.0,497
357,357,Deceptionist,1,46,92,"'death metal', 'deceptionist', 'unique leader', 'slamming brutal death', 'technical death metal'",0.0,201
358,358,Decrepit Birth,2,18,38,"'and time begins', 'death metal', 'decrepit birth', 'unique leader', 'technical death metal''and time begins', 'death metal', 'decrepit birth', 'diminishing between worlds', 'technical death metal', 'unique leader'",3.0,86
359,359,Deeb,1,606,1212,"'hip hop', 'hip-hop/rap', 'jazz fusion', 'ambient', 'atmospheric', 'chill', 'chillhop', 'ocean', 'trip hop'",2.0,451
360,360,Deeds of Flesh,7,40,126,"'crown of souls', 'death metal', 'deeds of flesh', 'unique leader', 'brutal death metal''death metal', 'deeds of flesh', 'inbreeding the anthropophagi', 'unique leader', 'brutal death metal''deeds of flesh', 'mark of the legion', 'brutal death metal', 'death metal', 'unique leader''death metal', 'deeds of flesh', 'path of the weakening', 'unique leader''deeds of flesh', 'extreme death metal', 'portals to canaan', 'technical metal', 'unique leader''death metal', 'deeds of flesh', 'reduced to ashes', 'unique leader', 'brutal death metal', 'technical death metal''death metal', 'deeds of flesh', 'trading pieces', 'unique leader', 'brutal death metal'",0.0,136
361,361,Deep Dark & Dangerous,13,197,642,"'electronic''electronic''electronic''electronic''electronic''electronic''electronic''electronic''electronic''electronic''electronic', 'thelem', 'cliques', 'ddd''electronic''electronic'",37.0,341
362,362,Delve,1,86,172,"'ambient', 'ambient noise', 'dark ambient', 'dreampunk', 'dreamsynth', 'drone', 'glitch', 'hardvapour', 'harsh noise', 'hypnagogic', 'hypnagogic synth', 'noise', 'shoegaze', 'vapor', 'vaporwave'",0.0,125
363,363,Demonstration Synthesis,4,29,39,"'electronic', 'ambient', 'cassette', 'dream', 'dream music', 'new age', 'synth', 'synthesizer''electronic', 'ambient', 'cassette', 'dream', 'dream music', 'new age', 'synth', 'synthesizer''electronic', 'ambient', 'new age', 'synth', 'synthesizer''electronic', 'ambient', 'cassette', 'dream', 'new age', 'plunderphonics', 'post-vaporwave', 'synth', 'synthesizer'",0.0,84
364,364,Deprecated,1,4,8,"'brutal death metal', 'deprecated', 'deriding his creation', 'disgorge', 'suffocation', 'unique leader'",0.0,225
365,365,Desert Dwellers,17,10,44,"'electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance'",55.0,222
366,366,Desired,1,121,242,"'electronic', 'japanese pop', 'nu disco', 'dance', 'disco', 'future funk', 'futurefunk', 'j-pop', 'vaporwave'",31.0,563
367,367,Destroyer of Light,3,165,209,"'death', 'death metal', 'doom', 'metal', 'rock', 'sludge', 'doom', 'sludge''death', 'doom', 'metal', 'rock', 'sludge''austin texas', 'death', 'doom', 'metal', 'rock', 'sludge', 'sludge rock', 'doom', 'doom metal'",24.0,1300
368,368,Destroying the Devoid,1,38,76,"'death metal', 'destroying the devoid', 'paramnesia', 'unique leader', 'progressive metal'",0.0,172
369,369,Detriti Records,18,141,254,"'electronic', 'dance', 'ebm', 'experimental', 'industrial', 'old school ebm', 'post-punk', 'synthpunk', 'synthwave', 'techno''electronic', 'moscow', 'acid house', 'dance', 'experimental', 'industrial', 'post-punk', 'rave at cave', 'techno''electronic', 'club-not-club', 'dance', 'experimental', 'industrial', 'lo-fi', 'outsider house', 'post-punk', 'tape', 'techno''electronic', 'dance', 'dark punk', 'deathrock', 'experimental', 'industrial', 'post-punk', 'techno''electronic', 'dance', 'ebm', 'experimental', 'industrial', 'lo-fi', 'post-punk', 'rave', 'tape', 'techno', 'tekno''electronic', 'anarcho-goth', 'crust-goth', 'dance', 'deathrock', 'experimental', 'industrial', 'peace punk', 'post-punk', 'techno''electronic', 'dance', 'experimental', 'industrial', 'post-punk', 'techno''electronic', 'mexico', 'dance', 'darkwave', 'experimental', 'gothic rock', 'industrial', 'post-punk', 'techno''disko perestrojka', 'electronic', 'moskow wave', 'cccp', 'dance', 'electro', 'experimental', 'industrial', 'post-punk', 'synthwave', 'techno''electronic', 'dance', 'experimental', 'industrial', 'post-punk', 'techno''electronic', 'ambient', 'dance', 'drone', 'experimental', 'industrial', 'noise', 'post-punk', 'techno''ebm', 'electronic', 'minimal wave', 'new wave', 'post-punk', 'synth wave', 'dance', 'experimental', 'industrial', 'post-punk', 'techno''electronic', 'coldwave', 'dance', 'darkwave', 'ebm', 'experimental', 'industrial', 'post-punk', 'synthwave', 'techno''electronic', 'coldwave', 'dance', 'darkwave', 'experimental', 'industrial', 'minimal wave', 'old school ebm', 'post-punk', 'synthwave', 'techno''electronic', 'coldwave', 'dance', 'darkwave', 'experimental', 'industrial', 'post-punk', 'synthwave', 'techno''electronic', 'dance', 'experimental', 'industrial', 'minimal synth', 'post-punk', 'techno''electronic', 'coldwave', 'dance', 'darkwave', 'experimental', 'industrial', 'italian coldwave', 'post-punk', 'synthwave', 'techno''electronic', 'coldwave', 'dance', 'ebm', 'experimental', 'industrial', 'minimal wave', 'post-punk', 'synthwave', 'techno''electronic', 'coldwave', 'dance', 'experimental', 'industrial', 'post-punk', 'techno', 'witch house''electronic', 'anarcho-goth', 'crust-goth', 'dance', 'deathrock', 'experimental', 'industrial', 'peace punk', 'post-punk', 'techno'",47.0,542
370,370,Devan Boomen,1,2,4,"'experimental', 'beat', 'drone', 'electronic', 'illuminated paths', 'lo-fi', 'original', 'pop', 'porn', 'sample', 'vaporwave'",0.0,9
371,371,Devolved,2,6,12,"'death metal', 'devolved', 'oblivion', 'unique leader''death metal', 'devolved', 'reprisal', 'unique leader'",0.0,56
372,372,Devourment,2,4,10,"'brutal death metal', 'butcher the weak', 'devourment', 'unique leader', 'slamming death metal''brutal death metal', 'death metal', 'devourment', 'unique leader', 'unleash the carnivore'",1.0,42
373,373,Dexis,1,9,18,"'experimental', 'beat', 'broken machine films', 'cassette', 'drone', 'electronic', 'illuminated paths', 'live', 'mixtape', 'pop', 'porn', 'sample', 'vapor', 'vaporwave', 'wave'",0.0,112
374,374,Deya Dova,2,3,8,"'electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance''electronic', 'chillout', 'downtempo', 'dub', 'shamanic', 'trance'",11.0,75
375,375,Dharana,2,84,103,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno''electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",0.0,107
376,376,Diamondstein,1,356,712,"'electronic', 'cyberpunk', 'dream', 'dreampunk', 'experimental', 'future', 'ghost tech', 'synthwave', 'techno', 'vapour'",1.0,203
377,377,Die,1,3,6,"'die', 'rise of the rotten', 'death metal', 'unique leader'",0.0,56
378,378,Digital Velvet,1,133,266,"'metal', 'avant garde', 'black metal', 'blood music', 'bristol', 'darkwave', 'death metal', 'downtempo', 'electro', 'experimental', 'funeral trip hop', 'massive attack', 'portishead', 'ruby my dear', 'trip hop'",2.0,702
379,379,Diksha,1,67,67,"'brazil', 'diksha', 'electronic', 'goatrance', 'psychedelic trance', 'psytrance', 'sangoma', 'timecode', 'forest', 'goa', 'shamanic', 'trance'",4.0,86
380,380,Dip In The Pool,1,147,147,"'electronic', 'japanese pop', 'new wave', 'pop'",1.0,436
381,381,Dirty Grave,3,70,166,"'black sabbath', 'metal', 'pentagram', 'saint vitus', 'doom metal', 'traditional doom''black sabbath', 'metal', 'pentagram', 'saint vitus', 'doom metal', 'traditional doom''black sabbath', 'metal', 'pentagram', 'saint vitus', 'doom metal', 'traditional doom'",29.0,1355
382,382,Dirty Hippy,1,116,116,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",1.0,110
383,383,Dirty Hippy vs Evil Oil Man,2,118,150,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno''electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",0.0,107
384,384,Disappearer,1,27,54,"'boston', 'converge', 'doomriders', 'punk', 'hardcore', 'heavy', 'intelligent metal', 'metal', 'post-rock', 'shoegaze'",1.0,133
385,385,Disasterpeace,9,5004,8599,"'8-bit', 'electronic', 'instrumental', 'march', 'orchestral', 'soundtrack', 'chiptune', 'instrumental', 'videogame''8-bit', 'electronic', 'soundtrack', 'chiptune', 'instrumental', 'videogame''8-bit', 'electronic', 'soundtrack', 'chiptune', 'impressionism', 'instrumental', 'minimalism', 'synthesizer', 'videogame''8-bit', 'electronic', 'film', 'film music', 'film score', 'film soundtrack', 'horror', 'instrumental', 'soundtrack', 'chiptune', 'instrumental', 'videogame''8-bit', 'electronic', 'soundtrack', 'chiptune', 'instrumental', 'videogame''8-bit', 'electronic', 'soundtrack', 'chiptune', 'instrumental', 'remix', 'videogame''8-bit', 'electronic', 'soundtrack', 'chiptune', 'dance', 'hip-hop', 'hiphop', 'instrumental', 'jazz', 'orchestral', 'poetry', 'samples', 'videogame''8-bit', 'electronic', 'soundtrack', 'chiptune', 'instrumental', 'videogame''8-bit', 'electronic', 'soundtrack', 'chiptune', 'instrumental', 'videogame''8-bit', 'electronic', 'soundtrack', 'cartoon', 'chiptune', 'instrumental', 'television', 'videogame'",52.0,1948
386,386,Disavowed,1,7,14,"'death metal', 'disavowed', 'perceptive deception', 'unique leader', 'brutal death metal'",1.0,204
387,387,Disgorge,3,15,38,"'consume the forsaken', 'disgorge', 'brutal death metal', 'death metal', 'unique leader''cranial impalement', 'death metal', 'disgorge', 'unique leader', 'brutal death metal''death metal', 'disgorge', 'she lay gutted', 'unique leader', 'brutal death metal'",0.0,100
388,388,Distant Worlds: music from FINAL FANTASY,4,839,1819,"'arnie roth', 'classical', 'nobuo uematsu', 'orchestral', 'square-enix', 'tokyo, japan', 'final fantasy', 'video game music''arnie roth', 'classical', 'nobuo uematsu', 'orchestral', 'square-enix', 'tokyo, japan', 'final fantasy', 'video game music''classical', 'orchestral', 'video game music''classical', 'orchestral', 'video game music'",35.0,311
389,389,Divider,1,58,58,"'electro', 'electronic', 'electronic body music', 'minimal body music', 'techno'",28.0,435
390,390,Div|der,1,51,51,"'body', 'electronic', 'music'",1.0,1897
391,391,Dj Curious,1,8,16,"'electronic', 'dnb', 'dubstep', 'footwork', 'funk', 'juke', 'jungle', 'oldies', 'soul', 'trap', 'urban'",0.0,337
392,392,Djuma Soundsystem & Westerby,1,3,3,,0.0,95
393,393,DoYogaWithMe,34,94,348,"'ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music', 'awareness for kids', 'games for kids', 'guided meditation for kids', 'guided visualization for kids', ""kids' meditations"", 'relaxations''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music', 'audio podcast', 'yoga download''ambient', 'meditations', 'yoga music', 'gentle yoga', 'gentle yoga class download', 'yoga audio', 'yoga podcast''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music', 'intermediate yoga', 'yoga audio', 'yoga audio podcast', 'yoga class''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music', 'guided meditations', 'guided visualizations', 'relaxations', 'yoga meditation', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music', 'office yoga download', 'yoga audio download', 'yoga podcast''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music', 'power yoga', 'vinyasa', 'yoga', 'yoga audio podcast', 'yoga class''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music', ""beginner's yoga"", ""beginner's yoga audio"", 'yoga', 'yoga audio podcast', 'yoga class for beginners''ambient', 'meditations', 'yoga music', 'calming', 'digestion', 'healing', 'relaxation', 'relaxing', 'yoga''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music''ambient', 'meditations', 'yoga music'",49.0,323
394,394,Docetism,26,401,2334,"'ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno', 'nichts01''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno''ambient', 'ambient techno', 'deep techno', 'drone', 'dub techno'",27.0,565
395,395,Dominion,1,3,6,"'dominion', 'death metal', 'unique leader'",0.0,38
396,396,Don Leisure,1,63,126,"'beat tape', 'beats', 'hip-hop', 'hip-hop/rap', 'instrumental', 'straight heat'",38.0,460
397,397,Donovan Hikaru,3,96,110,"'electronic', 'chill', 'fusion', 'island', 'jazz', 'smooth', 'vaporwave''electronic', 'experimental', 'ambient', 'electronica', 'filmscore', 'no samples', 'vaporwave''edm', 'electronic', 'hip hop', 'mallsoft', 'vaporwave', 'ambient', 'beats', 'electrojazz', 'instrumental', 'vaporwave'",0.0,97
398,398,Donovan Hikaru and 豊平区民TOYOHIRAKUMIN,1,37,37,"'electronic', 'city pop', 'easy listening', 'house', 'lo-fi', 'post-vaporwave', 'sapporo', 'vaporwave'",0.0,131
399,399,Dot Product,2,28,68,"'bristol', 'dot product', 'electronic', 'osiris music', 'uk', 'experimental electronic''dot product', 'electronic', 'experimental', 'osiris music', 'uk'",0.0,266
400,400,Dr Strangefunk,1,84,84,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",1.0,110
401,401,Dream Catalogue,1,139,278,"'electronic', 'boxset', 'cassette', 'dream', 'dreampunk', 'experimental', 'vapour'",0.0,138
402,402,Dream Machine,2,224,478,"'prog', 'psych', 'rock', 'proto-metal''alternative', 'prog', 'psych', 'rock', 'garage rock', 'night rock', 'proto-metal'",56.0,543
403,403,Dream Void,3,118,207,"'death metal', 'deathcore', 'metal', 'death core', 'deathmetal', 'tech death', 'techdeath', 'technical deathmetal''death metal', 'metal', 'atmospheric death metal', 'atmospheric deathcore', 'death core', 'death metal', 'deathmetal', 'metal', 'tech death', 'techdeath', 'technical death core', 'technical death metal', 'technical deathmetal''death metal', 'metal', 'atmospheric', 'atmospheric tech death', 'deathcore', 'deathmetal', 'tech death', 'tech deathcore', 'techdeath', 'techdeathcore', 'technical death metal', 'technical deathcore', 'technical deathmetal', 'thrash metal'",29.0,236
404,404,Dreamhour,1,46,92,"'80s', 'electronic', 'chillwave', 'dreampop', 'dreamwave', 'nostalgia', 'nrwrecords', 'retro', 'retrowave', 'shoegaze', 'synthpop', 'synthwave'",0.0,505
405,405,Dreamstalker,2,142,173,"'electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno''electronic', 'futuristic', 'minimal', 'organic', 'psytrance', 'techno'",2.0,110
406,406,Drive Radio,1,186,372,"""80's"", '80s', 'electronic', 'darkwave', 'neo-disco', 'outrun', 'retrowave', 'slowmo techno', 'synthwave'",2.0,836
407,407,Dronny Darko,4,393,1242,"'ambient', 'ambient noise', 'atmospheric', 'dark ambient', 'drone', 'field recordings', 'lowercase', 'noise ambient', 'soundscapes''ambient', 'atmospheric', 'dark ambient', 'drone', 'field recordings', 'soundscapes''24bit', 'ambient', 'ambient', 'atmospheric', 'creepy', 'dark ambient', 'drone', 'field recordings', 'post apocalyptic', 'soundscapes', 'soundtrack''ambient', 'atmospheric', 'dark ambient', 'drone', 'field recordings', 'soundscapes'",1.0,272
